ORF	WT	Opt
NCU08499	71.8	93.6
NCU08500	1657.7	1195.3
NCU08501	73.2	50.9
NCU08502	1778	1146.7
NCU08503	28.7	31.7
NCU08504	9.7	6.3
NCU08505	109.6	93
NCU08506	3.4	2.4
NCU08507	67.9	79.2
NCU08508	0.5	0
NCU08509	6.3	5.9
NCU08510	5.7	13.9
NCU08511	12.7	13.6
NCU08512	34	24.4
NCU08513	0	0
NCU08514	21.2	27.3
NCU08515	469.7	272.6
NCU08516	2.4	1.5
NCU08517	10.6	13.3
NCU08518	36	63.5
NCU08521	0.2	0.1
NCU08522	0.1	0.2
NCU08523	0	0.2
NCU08524	0.3	0.8
NCU08525	0.6	2
NCU08526	4	3.5
NCU08527	1.2	1.4
NCU08529	0	1.5
NCU08530	0	1.1
NCU08531	0	0.7
NCU08532	0	0.1
NCU08533	0	0.3
NCU08534	0	0
NCU08535	168.9	201.6
NCU08537	3	1.6
NCU08538	0	0.1
NCU08539	0.1	0.1
NCU08541	98.3	89.6
NCU08542	0.1	0
NCU08543	0	19
NCU08544	0	0.4
NCU08545	0	0.1
NCU08546	0.5	0.4
NCU08547	0.2	0
NCU08548	0	0.2
NCU08549	68.2	17
NCU08550	252.3	186.4
NCU08551	25.9	27.8
NCU08552	118.5	74.9
NCU08553	101.3	48.1
NCU08554	125.8	154.4
NCU08555	0	0.1
NCU08556	7.7	5.9
NCU08557	4.3	3.7
NCU08558	0	0.1
NCU08559	5.5	4.2
NCU08560	24	110.7
NCU08561	8	14.9
NCU08563	29.1	24.8
NCU08564	0	0.3
NCU08565	39	74.6
NCU08566	19.3	26.2
NCU08568	46.7	102.8
NCU08569	0	0
NCU08570	0.1	0
NCU08571	0	0
NCU08572	0	0
NCU08573	0	0
NCU08574	0	0
NCU08575	0	0
NCU08576	0	0
NCU08578	261.4	239
NCU08579	22.3	18.3
NCU08585	0	0
NCU08594	9.8	5.4
NCU08595	53.2	79.3
NCU08597	10.7	14.5
NCU08598	3.7	3.5
NCU08599	15	22.2
NCU08600	10.2	17.6
NCU08601	2.9	0.3
NCU08602	204.5	311.5
NCU08603	4.5	4.2
NCU08604	44.8	36.5
NCU08605	266	434.8
NCU08606	15.9	14.9
NCU08607	98.3	104.3
NCU08608	0.1	0
NCU08609	30	33.7
NCU08610	21.4	13.7
NCU08611	20.1	13.8
NCU08612	0	0
NCU08613	0	0
NCU08614	0	0
NCU08615	0.4	0.2
NCU08616	45.6	31.2
NCU08617	0.5	0.6
NCU08618	40.6	42.9
NCU08619	0	0
NCU08620	1357.5	1112.6
NCU08621	104.4	146.8
NCU08622	0	0.8
NCU08623	0	0
NCU08624	0	0
NCU08625	4.2	8.1
NCU08626	9.1	8.9
NCU08627	1459	811.7
NCU08628	2.1	1.9
NCU08629	0	0
NCU08630	0.5	0.4
NCU08631	0	0.2
NCU08632	10.4	8.5
NCU08633	24.4	26.6
NCU08634	1.8	2.7
NCU08635	0	0
NCU08636	0.8	0
NCU08637	11	13.9
NCU08638	5	3.1
NCU08639	0	0
NCU08640	0	0
NCU08641	15.5	31.8
NCU08642	11.1	13.9
NCU08643	11.3	7.5
NCU08644	0.3	0.4
NCU08645	0	0
NCU08646	0.3	0.4
NCU08648	30.3	120
NCU08649	0	0
NCU08650	5.9	3.4
NCU08651	11.2	11.8
NCU08652	16.5	19.2
NCU08654	0.2	0.4
NCU08655	10	17.8
NCU08656	0.1	0
NCU08657	0	0
NCU08658	0.1	0
NCU08660	8.2	8.3
NCU08661	21.5	27.3
NCU08662	0	0
NCU08663	57.5	59.4
NCU08664	13.4	16.9
NCU08666	58.5	49.6
NCU08667	0.2	0
NCU08668	27	30.3
NCU08669	407.5	242.6
NCU08670	0.1	0.3
NCU08671	55.8	89.8
NCU08672	0	0
NCU08674	67.4	42.9
NCU08676	213.5	204.9
NCU08677	581.7	357.7
NCU08678	114.1	150.5
NCU08679	0	0
NCU08680	0	0
NCU08681	112.9	131
NCU08682	16.7	20.8
NCU08683	53.8	62.3
NCU08685	223.5	140.7
NCU08686	4.4	4.7
NCU08687	34.2	40.8
NCU08688	7.3	11.8
NCU08689	7.3	5.7
NCU08691	1.7	1
NCU08692	6.7	4.3
NCU08693	1073.8	701.2
NCU08694	30.7	20
NCU08695	52.7	63.9
NCU08696	0.4	0.2
NCU08697	0.2	0
NCU08699	29.6	52.9
NCU08700	7.2	10.4
NCU08701	0.3	0.2
NCU08702	0.1	0
NCU08703	5.3	6.3
NCU08705	16.3	4.5
NCU08706	5.4	6
NCU08707	48.9	71
NCU08708	19.6	32.2
NCU08709	20.6	33.8
NCU08711	0	0
NCU08712	3.6	2.5
NCU08713	28.6	34.4
NCU08715	16.6	5.2
NCU08716	0	0.5
NCU08717	0	0
NCU08718	0.7	5.4
NCU08719	4.2	1.8
NCU08720	26.3	100.1
NCU08721	2	1.1
NCU08722	0	0
NCU08723	0	0
NCU08724	0	0
NCU08726	39.8	39.4
NCU08727	0.4	0
NCU08728	58.4	73.1
NCU08729	41.9	57.3
NCU08730	16	9
NCU08731	3.7	3.7
NCU08732	0.2	0.7
NCU08733	1.6	2.5
NCU08734	0.1	0.2
NCU08735	0	0.1
NCU08736	15.2	35.9
NCU08737	1.1	0.9
NCU08738	7	25.4
NCU08739	1.6	5.1
NCU08741	35.7	33.7
NCU08742	9.8	14.1
NCU08743	180.9	188.9
NCU08744	178.2	182.7
NCU08745	0	0
NCU08746	2.9	4.7
NCU08747	6.6	1.5
NCU08748	38.1	67.6
NCU08749	0.2	0
NCU08750	3.2	1.3
NCU08752	0	0
NCU08753	0	0.1
NCU08755	0.1	0.7
NCU08756	0	0.4
NCU08757	149.2	479.4
NCU08760	0.3	0.9
NCU08761	44.1	55.9
NCU08762	104.1	106.9
NCU08763	0.5	1.3
NCU08764	0	0.2
NCU08765	0	0
NCU08766	7	8.5
NCU08767	26.6	40.5
NCU08768	31.1	99.2
NCU08769	1.8	2.8
NCU08770	0	1.1
NCU08771	3.2	9.6
NCU08772	13.8	26.9
NCU08773	0.1	0
NCU08774	0	0
NCU08775	0	0.2
NCU08776	9.5	12.3
NCU08777	0	0
NCU08779	114.9	97
NCU08780	0	0.3
NCU08781	0	0
NCU08783	0	0.3
NCU08784	0	0
NCU08785	0	0
NCU08786	10.6	108.8
NCU08787	11	13
NCU08788	3.7	3.3
NCU08789	0	0.3
NCU08790	0.1	0.4
NCU08791	298.1	64.6
NCU08792	21.9	24.5
NCU08793	21.7	14.6
NCU08794	138.5	182.1
NCU08795	8.7	13.5
NCU08796	0	0.1
NCU08797	0	1
NCU08799	0	0
NCU08800	0	0
NCU08801	0	0
NCU08802	0	0
NCU08803	0.5	0.4
NCU08804	3.5	2.7
NCU08805	0	0
NCU08806	6.2	5
NCU08807	76.6	64.1
NCU08809	26.4	29.3
NCU08810	25.8	28.9
NCU08811	120.6	182.9
NCU08812	0	0
NCU08813	0	0.1
NCU08814	0	0.2
NCU08816	76.5	76.4
NCU08818	0	0
NCU08820	108.1	30.8
NCU08821	33.1	5.7
NCU08822	0	0.6
NCU08823	180.2	284.2
NCU08824	121.4	91.6
NCU08825	16.2	34.8
NCU08826	7.5	10.1
NCU08827	8.5	7.3
NCU08828	164.6	104.7
NCU08829	0	0
NCU08830	0	0.2
NCU08832	0	0
NCU08833	0	0
NCU08834	0.1	0
NCU08835	0	0
NCU08836	0	0.1
NCU08837	0	0
NCU08838	0.1	0.2
NCU08839	4.1	21.1
NCU08840	55.2	69.7
NCU08841	11.4	6.6
NCU08842	1.5	4.2
NCU08843	0.5	0
NCU08844	25.4	21.4
NCU08845	0	0
NCU08846	0	0
NCU08847	37.4	287.1
NCU08848	8.5	13.4
NCU08849	0	0
NCU08850	5.3	6.1
NCU08851	2.1	0
NCU08852	3.5	4.3
NCU08853	0.1	0
NCU08855	19.9	28.5
NCU08856	0	0.3
NCU08857	4.1	6.5
NCU08858	26.3	19.4
NCU08859	106.9	178.4
NCU08860	20.1	26.9
NCU08861	72.8	79.8
NCU08862	0	0.2
NCU08863	0	0.1
NCU08864	0	0
NCU08865	0	0
NCU08866	0.3	0
NCU08867	7.7	7.8
NCU08868	8.7	31.9
NCU08869	24.8	24.9
NCU08870	16.8	25.2
NCU08872	0	0
NCU08873	9.6	18
NCU08874	26.6	56.8
NCU08875	156.6	113.6
NCU08877	225	195.1
NCU08878	61.6	72
NCU08879	9.6	8.7
NCU08880	34.9	8.6
NCU08881	0	0.3
NCU08882	204.6	168.8
NCU08883	0	0
NCU08884	0	0
NCU08885	0.1	0
NCU08886	82.7	149.7
NCU08887	4	7235.9
NCU08888	470.8	390
NCU08889	13.3	14.1
NCU08891	17.5	12.3
NCU08892	8.9	34.4
NCU08893	68.5	88.9
NCU08894	304.6	229.3
NCU08895	71.1	92.2
NCU08897	331.5	215.7
NCU08898	114.2	69.4
NCU08899	11.6	14.1
NCU08900	10.8	27.1
NCU08901	0.6	1.4
NCU08902	0	0
NCU08903	143	118.7
NCU08904	28.6	46.2
NCU08905	0	0.6
NCU08907	412.9	1554.5
NCU08909	1070	463.7
NCU08912	0	0
NCU08915	0	0.5
NCU08916	2.7	0.8
NCU08917	0	0.3
NCU08918	0	0.4
NCU08919	32.5	32.1
NCU08920	354.6	173.6
NCU08921	0.3	0
NCU08922	53.8	52.7
NCU08923	839.6	524.7
NCU08924	28.5	19.6
NCU08925	7.2	9.6
NCU08926	19.4	14.3
NCU08927	70.3	105.7
NCU08928	16.3	15.7
NCU08929	8.9	17.3
NCU08930	176.3	219.6
NCU08931	51.9	149.6
NCU08932	0	0
NCU08933	0.1	0.4
NCU08934	18.2	21.4
NCU08935	145.1	146.9
NCU08936	1465.1	1026
NCU08937	0	0
NCU08938	2.2	3.9
NCU08939	120.2	91.9
NCU08940	538	390.9
NCU08941	26.3	23
NCU08942	16	21.3
NCU08943	9.3	26.4
NCU08944	113.4	173.3
NCU08945	7.9	11.8
NCU08946	321.2	384
NCU08947	888.9	801.7
NCU08948	29.8	29.4
NCU08949	1176.5	175.4
NCU08951	152.9	193
NCU08952	99.6	77.7
NCU08953	0.1	0
NCU08954	360.6	254
NCU08955	142.1	114.6
NCU08956	157.1	212.8
NCU08957	57.3	53.8
NCU08959	73.2	62
NCU08960	2877.3	3578.1
NCU08961	20	22.1
NCU08962	50.9	80.4
NCU08963	748.9	360.9
NCU08964	2108.9	1471.4
NCU08965	29	42.9
NCU08966	3.9	2
NCU08967	22.4	15.9
NCU08968	27.4	22.3
NCU08969	0	0.1
NCU08970	0	0
NCU08971	0	0
NCU08972	0	0.9
NCU08973	220.4	191.2
NCU08974	13.6	23.9
NCU08975	0	0
NCU08976	346.7	284.8
NCU08977	90.3	156
NCU08978	14.9	20
NCU08979	0	0
NCU08980	148	131.8
NCU08981	28.1	28.5
NCU08982	7.8	27.5
NCU08983	24.6	22.9
NCU08984	11.6	11.7
NCU08985	97.2	133.5
NCU08986	0.7	7.8
NCU08987	0	0
NCU08988	21	25.5
NCU08989	48.3	108.3
NCU08990	2335.7	982.3
NCU08991	699.2	695.7
NCU08992	55.6	41.8
NCU08993	27.9	25.6
NCU08994	27.9	17.3
NCU08995	21.9	27.3
NCU08996	17.4	10.9
NCU08997	81.3	66
NCU08998	253.1	215.8
NCU08999	25.6	44.7
NCU09000	15.6	11
NCU09001	54.1	54.2
NCU09002	497.5	383.9
NCU09003	61.2	56.7
NCU09004	242.7	221.9
NCU09005	16	13
NCU09006	31.4	34.3
NCU09007	6	3.7
NCU09008	6.5	9.7
NCU09010	174.5	136.5
NCU09012	97.2	55.5
NCU09013	80.7	72.4
NCU09014	92.7	113.5
NCU09015	0.1	0.1
NCU09017	22.3	38.7
NCU09018	15.3	17.2
NCU09020	35.3	84.1
NCU09022	1.2	3.2
NCU09023	0.2	0
NCU09024	17.9	3.8
NCU09025	10.5	13.3
NCU09026	0.1	0
NCU09027	0.3	0.1
NCU09028	0	0
NCU09029	0	0
NCU09030	7.1	3.8
NCU09031	2.2	0.4
NCU09032	7.4	10.1
NCU09033	7.3	7.7
NCU09034	3.2	1.4
NCU09035	8.3	7.5
NCU09036	0.3	1.8
NCU09037	2.6	12.4
NCU09038	0	0.1
NCU09039	0.2	3.4
NCU09040	75.3	28.7
NCU09041	947.7	543.8
NCU09042	2.1	0.5
NCU09043	150.8	61.3
NCU09045	5.4	1.6
NCU09046	0.3	0
NCU09048	33.2	33.3
NCU09049	0	0
NCU09050	0	2.1
NCU09052	0.1	0
NCU09053	0.2	0.2
NCU09054	0	0
NCU09055	0	0
NCU09056	26.6	22.2
NCU09057	231.4	26.7
NCU09058	95.7	78.5
NCU09059	0	0.3
NCU09060	0	0
NCU09061	1.6	0.6
NCU09062	0.5	0.6
NCU09063	20.1	19.8
NCU09064	0	0.1
NCU09065	18.2	14.3
NCU09066	0	0
NCU09068	81.3	55.2
NCU09069	7.7	6.3
NCU09070	8.1	10.1
NCU09071	71.8	46.1
NCU09072	0.1	0
NCU09073	19.3	34.8
NCU09074	0	0
NCU09075	1.8	0.6
NCU09076	303.2	191.2
NCU09077	4.8	14.1
NCU09078	9.1	19.9
NCU09079	149.5	94
NCU09080	0	0
NCU09081	0	0
NCU09082	0	0
NCU09084	0	0
NCU09085	38.1	30.8
NCU09087	2.9	4
NCU09088	35.4	82.4
NCU09089	1651.4	1621.6
NCU09090	54.4	116.4
NCU09091	16.4	9.1
NCU09092	5.6	4.1
NCU09093	0.3	0.8
NCU09094	8.1	11.7
NCU09095	17.7	37.2
NCU09096	1.3	1.4
NCU09097	104.9	128.4
NCU09098	24.6	28.2
NCU09099	0	0
NCU09100	8.5	17.7
NCU09101	81.6	49.7
NCU09102	3.6	2.5
NCU09103	0	0
NCU09104	24.9	21.5
NCU09105	0	0
NCU09106	12.1	8.4
NCU09107	30.9	74.7
NCU09108	166.6	126.2
NCU09109	964.3	714.3
NCU09111	861.7	486.3
NCU09112	11	9
NCU09115	57.7	64.1
NCU09116	35	130
NCU09117	35.3	50.4
NCU09118	67.3	56.8
NCU09119	643.8	351.9
NCU09120	20.2	21
NCU09121	28	23.5
NCU09122	72.7	91
NCU09123	390.5	343.8
NCU09124	9.5	9.4
NCU09125	0	0
NCU09126	0	0.1
NCU09127	18.3	25.7
NCU09128	27.3	19.3
NCU09129	36.4	49.8
NCU09130	23.2	19.8
NCU09131	37.4	50.7
NCU09132	621.3	473.4
NCU09133	91.9	195.4
NCU09134	0.3	0.4
NCU09135	9.9	4.5
NCU09136	72.2	68.9
NCU09137	8.2	8
NCU09138	109.4	83.4
NCU09139	13.3	13
NCU09140	0.2	0.1
NCU09141	136.4	184
NCU09142	38.3	42.2
NCU09143	199.9	142
NCU09144	0.9	9.8
NCU09145	0.4	0.5
NCU09147	0.3	0
NCU09148	0	0
NCU09149	0	0
NCU09150	0.3	0
NCU09151	0.1	0.1
NCU09152	29.9	54.2
NCU09153	0.1	0.1
NCU09154	7.9	25.7
NCU09155	0.1	0.3
NCU09156	16.6	14.1
NCU09157	7.9	12.6
NCU09158	0	0
NCU09159	4.3	5.2
NCU09160	15	21.1
NCU09161	33.4	57.9
NCU09162	5.9	6.1
NCU09163	0	0.3
NCU09164	0	0
NCU09165	0.1	1.5
NCU09166	0	0
NCU09167	0.2	0.2
NCU09168	0.4	0.2
NCU09169	13.7	5.5
NCU09170	2.1	3.7
NCU09171	0	0.1
NCU09172	0	0
NCU09173	0.1	0.2
NCU09174	517.2	765.2
NCU09175	497.7	457.2
NCU09176	8.2	12.4
NCU09177	0	0
NCU09178	1.6	1
NCU09179	0	0
NCU09180	0	0
NCU09181	0	0.2
NCU09182	180.1	135.9
NCU09183	0.9	0.1
NCU09184	0.1	0.1
NCU09185	4.5	3.3
NCU09186	0.2	0.6
NCU09187	0.7	0.6
NCU09188	1.9	1.5
NCU09189	0	0.3
NCU09190	0	0
NCU09191	49.8	35.2
NCU09192	81.5	85.2
NCU09193	1.6	11.6
NCU09194	103.6	101
NCU09195	37.4	31.4
NCU09196	0.1	0.1
NCU09197	0	0.1
NCU09198	0.4	0
NCU09199	12.6	5.1
NCU09200	2	2.2
NCU09201	11.4	12.9
NCU09202	163.2	119.4
NCU09203	64.5	63.6
NCU09204	20.5	9.2
NCU09205	5.3	4.1
NCU09206	5.2	12.4
NCU09207	22.2	30.5
NCU09208	22	21.6
NCU09209	17.1	37.4
NCU09210	38.7	90.2
NCU09211	0	0
NCU09212	178.9	111.8
NCU09213	0.2	13.4
NCU09214	2	5.2
NCU09215	5.1	16.5
NCU09216	65.2	66.5
NCU09217	31.9	53.9
NCU09218	18.5	26.9
NCU09219	19.2	12.1
NCU09220	3.6	3
NCU09221	7.5	9.5
NCU09222	126.1	191.6
NCU09223	693	569.3
NCU09224	0	0
NCU09225	0	0
NCU09226	2.6	3.2
NCU09227	31.1	63.9
NCU09228	531.7	432.9
NCU09230	44.9	35.3
NCU09231	0	0.5
NCU09232	0	0.1
NCU09233	14.2	7.5
NCU09235	439.8	241.2
NCU09236	0	0.2
NCU09237	105.2	87.7
NCU09238	2.4	7.2
NCU09239	192.8	115.1
NCU09240	15.9	20.9
NCU09241	4.6	12.4
NCU09242	0	0.3
NCU09243	162.1	195
NCU09244	14.3	23.4
NCU09245	16.5	51
NCU09247	13.5	19.8
NCU09248	72.7	92.4
NCU09249	112.7	131.3
NCU09250	86	100.8
NCU09251	80.7	53.8
NCU09252	24.9	18.5
NCU09253	21.9	41.3
NCU09254	9.6	10.1
NCU09255	17.6	30
NCU09256	0	0
NCU09257	15.9	25.4
NCU09258	21.1	21.6
NCU09259	35.7	33.7
NCU09260	1.6	3.2
NCU09261	3.8	6
NCU09262	0.6	0.2
NCU09263	295.2	432.1
NCU09264	37.3	66
NCU09265	472.2	463.8
NCU09266	50.6	27.9
NCU09267	165.1	2.8
NCU09268	0.3	0.4
NCU09269	1003.1	1025.2
NCU09270	14.5	16
NCU09271	0.9	18
NCU09272	7.3	12.1
NCU09273	29.6	38.4
NCU09274	22.7	37.3
NCU09275	0	0
NCU09276	0	0
NCU09277	0.7	0
NCU09278	1.8	5.3
NCU09279	0	0.1
NCU09280	0.1	0.1
NCU09281	0.9	0.6
NCU09282	12.4	9.5
NCU09283	16.6	46.2
NCU09284	2.5	3.3
NCU09285	3792.1	628.2
NCU09287	1.4	2.4
NCU09288	41.6	51.6
NCU09289	0	0
NCU09290	264	428.5
NCU09291	43.6	73.6
NCU09293	3.2	0.9
NCU09294	5.3	15.2
NCU09295	37.2	40.8
NCU09296	0.1	1.1
NCU09297	33	25.8
NCU09299	337	172
NCU09300	33.5	29.7
NCU09301	18.9	20.7
NCU09302	9.7	5.7
NCU09303	15.7	11
NCU09304	2.6	5.4
NCU09305	1.1	1.4
NCU09306	7.4	12.7
NCU09307	4.4	11.9
NCU09308	5.9	3
NCU09309	224.6	299.1
NCU09310	21	18
NCU09311	38.7	34.3
NCU09312	58.6	48.6
NCU09313	31.2	24.3
NCU09314	0.1	0.2
NCU09315	30.8	33.5
NCU09316	26.1	35.3
NCU09317	29.3	21.9
NCU09318	5	3.1
NCU09319	28.5	24.3
NCU09320	260.9	158.8
NCU09321	11	7.9
NCU09322	29	29.6
NCU09323	0	0.4
NCU09324	56.6	52.8
NCU09325	23.3	20.5
NCU09326	452.7	493
NCU09327	23.6	14.7
NCU09328	0.1	0.2
NCU09329	28.7	28.5
NCU09330	9.5	5.7
NCU09331	720	457.7
NCU09332	223.9	134.6
NCU09333	165.8	149.8
NCU09335	17.6	17.8
NCU09336	11.6	7.4
NCU09337	3.2	33.5
NCU09338	0	0.3
NCU09339	0	0
NCU09342	1.5	0.3
NCU09343	12.4	17.1
NCU09344	0	0
NCU09345	44471.1	27224.3
NCU09347	101.8	70.1
NCU09348	0	0
NCU09349	51.3	48
NCU09350	0	0.1
NCU09351	0.6	0
NCU09352	59.2	54.1
NCU09354	8	7.9
NCU09355	78.8	210.7
NCU09356	14.7	67.3
NCU09357	10	58.7
NCU09358	0	0
NCU09360	9.2	6.3
NCU09362	6.8	5.7
NCU09363	5.1	1
NCU09364	1.2	2.8
NCU09365	0.8	2.2
NCU09366	268.2	313.4
NCU09367	47.3	38.3
NCU09368	4.2	3.2
NCU09370	56.4	55.5
NCU09371	417.1	322.8
NCU09372	1.5	6.4
NCU09373	0	0.1
NCU09374	13.5	15.5
NCU09375	91	70.7
NCU09376	7.7	12.8
NCU09377	183.9	125
NCU09378	59.8	65.3
NCU09379	0.1	0
NCU09380	44.8	44.9
NCU09381	44.7	65.6
NCU09382	28	30.6
NCU09383	1.6	4.6
NCU09384	0.5	0.2
NCU09386	40.1	58
NCU09387	0	0.2
NCU09388	19.6	23
NCU09389	0	0
NCU09390	0.4	0.2
NCU09391	0.1	0
NCU09393	0	0
NCU09394	0	0.7
NCU09395	21.7	9.2
NCU09396	0	0.5
NCU09400	17	27.2
NCU09401	18.2	13.8
NCU09402	2	11.2
NCU09403	34.2	23.6
NCU09404	0	0
NCU09406	0	0.1
NCU09407	6.5	7
NCU09408	2.9	1.4
NCU09409	18.1	8.1
NCU09410	5.2	8
NCU09411	0	0
NCU09412	0	0.1
NCU09413	0	0.2
NCU09415	6.9	11
NCU09416	0.2	0.2
NCU09418	0	0
NCU09419	2.1	1.7
NCU09420	2	1.1
NCU09421	0.2	0.2
NCU09422	194	223.9
NCU09423	0.4	0.5
NCU09424	1.7	0.1
NCU09425	25.2	11.3
NCU09426	0	0
NCU09427	16.9	9.3
NCU09428	140.7	53.1
NCU09429	4.3	10.8
NCU09430	0.6	0.3
NCU09431	0	0
NCU09432	27.7	26.9
NCU09433	0.1	0
NCU09434	0	0
NCU09435	35.2	28.4
NCU09436	255.2	201.5
NCU09437	10.2	15.8
NCU09438	34.3	29.7
NCU09439	0.8	1.7
NCU09440	0	0.9
NCU09441	0.1	0.3
NCU09442	162.2	150.9
NCU09443	0.1	0
NCU09444	4.1	3.1
NCU09445	0	0
NCU09447	23.3	23.8
NCU09448	0	0
NCU09449	18.8	12.1
NCU09450	191.6	207.7
NCU09451	2	0.8
NCU09452	0	0
NCU09453	0	0
NCU09455	0	0
NCU09456	1.6	2.2
NCU09458	4.5	6.8
NCU09459	0	0.1
NCU09460	188.2	152.9
NCU09461	12	16
NCU09462	35.7	80.5
NCU09463	435.7	237.8
NCU09464	0	0
NCU09465	22.6	20.3
NCU09466	13.4	16.7
NCU09467	0	0
NCU09468	644.1	773.4
NCU09469	86.5	111.2
NCU09470	0.4	0
NCU09471	0	0
NCU09472	0.1	0.1
NCU09473	17.2	58.1
NCU09474	26	36
NCU09475	1690.7	1576.2
NCU09476	1874.5	1894.4
NCU09477	4650.2	2659.7
NCU09478	232.5	17.4
NCU09479	0.5	0
NCU09480	38.9	42
NCU09481	15.9	20.6
NCU09482	10.2	9.9
NCU09483	52.8	93.2
NCU09485	88.4	83.3
NCU09486	5.4	3.3
NCU09487	0	0
NCU09488	24.4	24.7
NCU09489	2.1	1.3
NCU09490	0	0
NCU09491	0.2	0.2
NCU09492	12.7	15.9
NCU09494	0	0.1
NCU09495	5.4	3.9
NCU09496	68.2	71
NCU09497	129.1	195
NCU09498	51.8	97.8
NCU09499	28.3	24.8
NCU09500	4.4	4.1
NCU09502	20.9	31.6
NCU09503	5.9	6.5
NCU09504	95.1	126.8
NCU09505	132.6	326.3
NCU09506	57.8	74.1
NCU09508	0	0.2
NCU09509	16.1	26.1
NCU09510	24	21.2
NCU09511	0.8	0.2
NCU09512	103.9	121.5
NCU09513	37.8	68.2
NCU09514	32	39.4
NCU09516	10.2	5.1
NCU09517	32.1	16.2
NCU09518	0.2	0.1
NCU09519	26.7	29.1
NCU09520	1.1	3.4
NCU09521	47.4	36.4
NCU09522	5.1	2.1
NCU09523	0.9	3
NCU09524	0.2	0.2
NCU09525	1	24.2
NCU09526	9.1	2.7
NCU09527	72.4	49.2
NCU09528	33.2	35.4
NCU09529	95.1	62.6
NCU09530	0.4	0
NCU09532	34.7	5.3
NCU09533	57.4	24.8
NCU09534	213.6	152.1
NCU09535	66.7	22.6
NCU09536	119	105.1
NCU09537	134.7	100.2
NCU09538	109.5	78.7
NCU09539	89	67.7
NCU09540	21.6	20.8
NCU09541	35.3	78.2
NCU09542	4.7	6.9
NCU09543	24.2	50.1
NCU09544	6.9	4.2
NCU09545	47.8	22.7
NCU09546	37.8	30.9
NCU09547	17.1	24.8
NCU09548	0.3	0.8
NCU09549	13.7	10.3
NCU09550	0.1	0.3
NCU09551	22.4	17.6
NCU09552	11.9	11.4
NCU09553	66.9	32.9
NCU09556	1.2	0.9
NCU09559	13.8	13
NCU09560	595.8	283.4
NCU09561	6.9	13.6
NCU09562	3.6	91.1
NCU09564	0.3	31.3
NCU09565	0.7	0.7
NCU09566	1.1	1.2
NCU09567	5.9	16.4
NCU09568	0	0.3
NCU09569	0	0
NCU09570	5.1	0.9
NCU09571	22.2	767
NCU09572	151.6	232.6
NCU09573	19.2	15.9
NCU09574	0	0
NCU09575	0	0.2
NCU09576	4.4	2.8
NCU09577	0	0
NCU09578	0	0
NCU09579	37.2	41.4
NCU09580	3	1.5
NCU09581	4.7	7.1
NCU09582	0.2	0.9
NCU09584	0	0.3
NCU09585	0	0
NCU09586	0	0
NCU09587	0	0
NCU09588	0	0
NCU09589	0.5	0
NCU09590	0	0
NCU09591	0	0
NCU09593	0	0
NCU09594	23.4	22.6
NCU09595	13.4	24
NCU09596	4	12.8
NCU09597	0	0.6
NCU09598	70.5	43.7
NCU09599	43.8	50.8
NCU09600	73.9	64.7
NCU09602	2188	1809.1
NCU09603	0.2	0.1
NCU09604	0	0.4
NCU09605	0	0.2
NCU09606	0	0.8
NCU09608	22.8	30.9
NCU09609	23.5	33.8
NCU09610	158.8	178.9
NCU09611	17.3	6.7
NCU09612	0	0
NCU09613	0	0
NCU09615	14	6.4
NCU09616	16.6	18.2
NCU09617	1.3	0.2
NCU09619	0.3	0
NCU09620	0.3	0.3
NCU09621	20.8	29.5
NCU09623	0.2	0
NCU09627	0.6	1.8
NCU09629	0.9	2.9
NCU09630	0	0.7
NCU09631	0.1	0.1
NCU09632	2.2	1.8
NCU09633	0.3	0.7
NCU09634	0	0.3
NCU09635	0.1	0.6
NCU09636	0	0.1
NCU09637	0	0
NCU09638	0	0.1
NCU09639	0.1	0
NCU09640	0	0.1
NCU09641	0	0
NCU09642	27.3	30.7
NCU09643	71.5	66.4
NCU09644	3	2.3
NCU09645	0	0.5
NCU09646	103.7	83.5
NCU09647	55.3	32.3
NCU09648	11.4	17.9
NCU09649	2.6	1.3
NCU09650	4.5	0
NCU09651	0.9	1.3
NCU09652	6.3	3.1
NCU09653	0.6	0.5
NCU09654	0.3	0.9
NCU09656	13.9	39.1
NCU09657	51.4	45.6
NCU09658	36.9	44.9
NCU09659	120.5	240.4
NCU09660	0	0
NCU09663	151.5	238.6
NCU09664	0	0
NCU09665	0	0
NCU09667	0	0
NCU09669	0	0
NCU09670	3.6	1.8
NCU09671	0	0
NCU09672	0	0
NCU09673	32.5	34
NCU09674	127.8	188.8
NCU09676	8.4	12.6
NCU09677	1.2	2.4
NCU09678	0.3	1.2
NCU09679	2.6	0.2
NCU09680	0	0.1
NCU09681	6.4	15.7
NCU09682	12.8	18.6
NCU09683	11.6	43.9
NCU09685	0	1.1
NCU09686	28.4	28.9
NCU09687	0	0.3
NCU09688	83.2	82.3
NCU09689	4.3	2.1
NCU09690	0.5	155.9
NCU09691	0	0
NCU09692	27.4	0.6
NCU09693	1256.5	1397.1
NCU09694	3	7.9
NCU09695	0.6	9
NCU09696	81	103.1
NCU09698	0.4	0.4
NCU09699	58.5	29.6
NCU09700	241.7	198.6
NCU09702	11.9	1.4
NCU09703	8.2	11.5
NCU09704	0	0
NCU09705	18.7	29.8
NCU09706	3.4	2.4
NCU09707	310.8	163.8
NCU09708	44.5	55.2
